COUNTY_ID,COUNTY,TOWN_ID,TOWN,FLD01,FLD02,FLD03,FLD04,FLD05,FLD06,INFO_TIME
10014,臺東縣,10014140,金峰鄉,1156,0.28,873,246,37,0,"108Y2S"
10014,臺東縣,10014160,蘭嶼鄉,1874,0.18,1567,270,37,0,"108Y2S"
10015,花蓮縣,10015010,花蓮市,41509,0.35,29966,9080,2391,72,"108Y2S"
10015,花蓮縣,10015020,鳳林鎮,4374,0.57,2370,1528,463,13,"108Y2S"
10015,花蓮縣,10015030,玉里鎮,8863,0.51,5377,2753,704,29,"108Y2S"
10015,花蓮縣,10015040,新城鄉,7800,0.33,5641,1796,356,7,"108Y2S"
10015,花蓮縣,10015050,吉安鄉,32375,0.34,23284,7134,1915,42,"108Y2S"
10015,花蓮縣,10015060,壽豐鄉,7295,0.44,4633,2151,494,17,"108Y2S"
10015,花蓮縣,10015070,光復鄉,5002,0.52,2879,1655,444,24,"108Y2S"
10015,花蓮縣,10015080,豐濱鄉,1714,0.50,1004,566,135,9,"108Y2S"
10015,花蓮縣,10015090,瑞穗鄉,4759,0.49,2806,1592,348,13,"108Y2S"
10015,花蓮縣,10015100,富里鄉,4040,0.55,2275,1352,402,11,"108Y2S"
10015,花蓮縣,10015110,秀林鄉,4854,0.26,3776,921,151,6,"108Y2S"
10015,花蓮縣,10015120,萬榮鄉,2113,0.24,1667,384,60,2,"108Y2S"
10015,花蓮縣,10015130,卓溪鄉,1703,0.31,1244,393,64,2,"108Y2S"
10016,澎湖縣,10016010,馬公市,25024,0.33,18514,4739,1719,52,"108Y2S"
10016,澎湖縣,10016020,湖西鄉,5951,0.41,4062,1383,480,26,"108Y2S"
10016,澎湖縣,10016030,白沙鄉,3483,0.47,2209,921,337,16,"108Y2S"
10016,澎湖縣,10016040,西嶼鄉,3044,0.54,1794,882,354,14,"108Y2S"
10016,澎湖縣,10016050,望安鄉,2066,0.47,1331,521,193,21,"108Y2S"
10016,澎湖縣,10016060,七美鄉,1386,0.44,920,334,123,9,"108Y2S"
10017,基隆市,10017010,中正區,22658,0.37,15666,5658,1304,30,"108Y2S"
10017,基隆市,10017020,七堵區,21655,0.34,15538,4945,1142,30,"108Y2S"
10017,基隆市,10017030,暖暖區,15828,0.30,11872,3231,711,14,"108Y2S"
10017,基隆市,10017040,仁愛區,19052,0.41,12507,5300,1203,42,"108Y2S"
10017,基隆市,10017050,中山區,19216,0.38,13244,4770,1169,33,"108Y2S"
10017,基隆市,10017060,安樂區,33828,0.32,24949,7083,1764,32,"108Y2S"
10017,基隆市,10017070,信義區,21856,0.35,15501,5032,1279,44,"108Y2S"
09020,金門縣,09020010,金城鎮,13055,0.40,9246,2641,1005,163,"108Y2S"
09020,金門縣,09020030,金湖鎮,9201,0.37,6713,1722,659,107,"108Y2S"
09020,金門縣,09020020,金沙鎮,6389,0.44,4264,1523,513,89,"108Y2S"
09020,金門縣,09020040,金寧鄉,9062,0.36,6639,1719,607,97,"108Y2S"
09020,金門縣,09020050,烈嶼鄉,3189,0.54,2002,754,366,67,"108Y2S"
09020,金門縣,09020060,烏坵鄉,135,0.47,88,33,13,1,"108Y2S"
09007,連江縣,09007010,南竿鄉,1799,0.41,1244,399,131,25,"108Y2S"
09007,連江縣,09007020,北竿鄉,701,0.43,472,168,52,9,"108Y2S"
09007,連江縣,09007030,莒光鄉,306,0.66,169,88,35,14,"108Y2S"
09007,連江縣,09007040,東引鄉,345,0.30,258,71,16,0,"108Y2S"
